stationid,city,temp,rain,wind,direction,date
7,Suceava,17,0.53,92,E,2023-03-14
10,Cluj-Napoca,7,0.84,43,SV,2023-03-20
7,Brasov,22,0.35,12,N,2023-03-03
9,Cluj-Napoca,8,0.6,129,SE,2023-03-29
6,Suceava,2,0.42,10,NV,2023-03-20
10,Galati,25,0.99,34,SE,2023-03-08
1,Braila,-12,0.13,96,S,2023-03-23
9,Brasov,26,0.35,57,E,2023-03-27
5,Iasi,-8,0.08,36,N,2023-03-14
4,Braila,3,0.96,19,V,2023-03-30
1,Galati,20,0.95,94,SV,2023-03-01
8,Brasov,-7,0.28,1,S,2023-03-21
8,Suceava,12,0.54,92,S,2023-03-25
2,Suceava,-2,0.69,99,SV,2023-03-20
3,Brasov,4,0.08,78,S,2023-03-14
3,Brasov,-19,0.98,71,V,2023-03-26
10,Constanta,18,0.67,125,E,2023-03-16
3,Brasov,-3,0.43,86,E,2023-03-21
6,Brasov,12,0.59,8,S,2023-03-02
9,Bucuresti,0,0.14,7,S,2023-03-24
10,Cluj-Napoca,16,0.63,122,V,2023-03-24
10,Galati,-20,0.32,1,NE,2023-03-04
5,Cluj-Napoca,25,0.06,12,NV,2023-03-01
8,Iasi,22,0.93,114,NV,2023-03-16
7,Galati,19,0.84,28,S,2023-03-25
1,Constanta,32,0.62,120,V,2023-03-15
9,Braila,2,0.46,67,NE,2023-03-25
9,Cluj-Napoca,20,0.2,32,SV,2023-03-20
9,Galati,-6,0.07,92,SE,2023-03-17
4,Galati,34,0.61,26,S,2023-03-22
2,Bucuresti,38,0.06,23,SV,2023-03-22
2,Bucuresti,-17,0.12,94,NV,2023-03-27
7,Braila,-20,0.11,46,NV,2023-03-16
2,Brasov,3,0.14,27,S,2023-03-14
6,Iasi,26,0.12,85,E,2023-03-08
4,Braila,28,0.18,37,SV,2023-03-27
1,Suceava,38,0.28,94,SV,2023-03-25
3,Suceava,-14,0.62,19,N,2023-03-15
10,Brasov,-10,0.72,17,V,2023-03-20
1,Cluj-Napoca,32,0.66,49,N,2023-03-28
1,Iasi,33,0.28,38,SV,2023-03-30
4,Galati,17,0.35,116,S,2023-03-20
6,Galati,31,0.04,20,SE,2023-03-30
3,Braila,4,0.02,86,NV,2023-03-08
3,Braila,4,0.11,101,NE,2023-03-29
1,Cluj-Napoca,1,0.1,102,NE,2023-03-03
1,Bucuresti,40,0.99,15,S,2023-03-03
6,Braila,-5,0.69,99,E,2023-03-23
6,Cluj-Napoca,-13,0.77,77,NV,2023-03-22
10,Bucuresti,13,0.17,101,NV,2023-03-19
5,Bucuresti,24,0.76,83,E,2023-03-08
9,Braila,19,0.26,73,S,2023-03-24
7,Suceava,37,0.03,119,S,2023-03-26
8,Braila,11,0.41,122,S,2023-03-19
7,Braila,35,0.67,42,S,2023-03-24
4,Cluj-Napoca,19,0.99,43,E,2023-03-21
3,Bucuresti,3,0.21,85,SV,2023-03-26
1,Galati,13,0.86,108,N,2023-03-10
6,Suceava,12,0.19,51,NV,2023-03-14
4,Iasi,0,1.0,58,E,2023-03-08
10,Braila,8,0.45,67,NE,2023-03-27
4,Iasi,1,0.7,120,N,2023-03-02
7,Braila,29,0.27,124,SE,2023-03-01
6,Cluj-Napoca,-1,0.13,19,SE,2023-03-29
5,Bucuresti,20,0.76,113,SE,2023-03-29
8,Cluj-Napoca,0,0.81,107,NV,2023-03-03
3,Iasi,-4,0.88,83,N,2023-03-12
1,Galati,40,0.2,66,NE,2023-03-09
3,Braila,-2,0.06,60,NV,2023-03-01
1,Suceava,10,1.0,122,N,2023-03-23
3,Brasov,-4,0.16,133,N,2023-03-07
5,Braila,-9,0.1,97,SE,2023-03-12
7,Iasi,29,0.82,76,NE,2023-03-08
9,Brasov,-20,0.08,51,E,2023-03-11
6,Cluj-Napoca,38,0.57,61,E,2023-03-16
5,Galati,-4,0.68,83,SV,2023-03-27
4,Constanta,38,0.08,21,NE,2023-03-26
5,Cluj-Napoca,2,0.85,40,NV,2023-03-13
8,Bucuresti,-1,0.79,121,N,2023-03-18
8,Constanta,23,0.23,18,SV,2023-03-05
6,Cluj-Napoca,34,0.77,13,S,2023-03-30
4,Bucuresti,2,0.16,39,NV,2023-03-30
5,Braila,27,0.08,18,E,2023-03-16
2,Suceava,-8,0.85,136,NE,2023-03-01
2,Braila,11,0.92,90,E,2023-03-26
1,Cluj-Napoca,26,0.26,59,S,2023-03-18
1,Iasi,-12,0.3,82,SV,2023-03-20
2,Braila,5,0.49,22,N,2023-03-20
7,Braila,-15,0.17,114,SE,2023-03-24
2,Iasi,-20,0.62,75,SE,2023-03-11
7,Cluj-Napoca,39,0.14,60,N,2023-03-17
7,Bucuresti,22,0.45,88,E,2023-03-15
6,Braila,36,0.81,61,E,2023-03-16
1,Iasi,-9,0.56,56,E,2023-03-03
4,Brasov,20,0.07,93,N,2023-03-20
6,Braila,19,0.42,115,N,2023-03-02
4,Suceava,3,0.28,42,NE,2023-03-04
7,Iasi,0,0.02,17,NE,2023-03-15
10,Cluj-Napoca,28,0.69,30,SE,2023-03-27
7,Braila,-17,0.32,28,N,2023-03-21
2,Braila,26,0.43,116,N,2023-03-11
1,Braila,10,0.09,1,E,2023-03-12
10,Galati,-19,0.76,89,NV,2023-03-29
8,Cluj-Napoca,-20,0.64,139,NV,2023-03-28
5,Brasov,40,0.41,113,SE,2023-03-25
1,Constanta,-9,0.62,2,SE,2023-03-07
1,Suceava,17,0.76,57,SV,2023-03-27
2,Braila,-14,0.38,68,S,2023-03-19
1,Constanta,-9,0.84,46,SE,2023-03-20
6,Brasov,29,0.11,22,SV,2023-03-01
9,Cluj-Napoca,-4,0.75,75,NE,2023-03-30
6,Constanta,32,0.13,138,S,2023-03-07
10,Constanta,-12,0.34,98,S,2023-03-20
6,Bucuresti,-17,0.08,100,V,2023-03-27
4,Suceava,7,0.25,72,S,2023-03-11
4,Iasi,15,0.77,27,NE,2023-03-01
1,Braila,-14,0.57,115,SE,2023-03-27
2,Suceava,17,0.07,75,E,2023-03-18
7,Suceava,-10,0.61,27,S,2023-03-15
6,Braila,1,0.05,17,S,2023-03-19
1,Bucuresti,34,0.44,36,S,2023-03-06
2,Suceava,-12,0.32,54,SE,2023-03-29
8,Brasov,-3,0.79,126,E,2023-03-06
6,Braila,9,0.85,44,NE,2023-03-28
1,Brasov,-20,0.13,118,SE,2023-03-02
10,Constanta,9,0.13,97,SE,2023-03-15
8,Brasov,-5,0.98,89,SV,2023-03-04
5,Cluj-Napoca,16,0.54,113,N,2023-03-28
10,Bucuresti,21,0.18,34,SE,2023-03-16
3,Braila,33,0.4,29,E,2023-03-23
8,Braila,33,0.69,64,SV,2023-03-14
3,Brasov,20,0.75,140,SE,2023-03-05
9,Bucuresti,20,0.98,87,S,2023-03-08
3,Bucuresti,39,0.6,138,N,2023-03-17
7,Suceava,-9,0.82,13,N,2023-03-22
9,Galati,-12,0.14,51,E,2023-03-07
6,Braila,2,0.33,129,N,2023-03-15
6,Iasi,39,0.25,125,SV,2023-03-04
8,Brasov,34,0.3,86,NE,2023-03-01
6,Brasov,12,0.08,121,N,2023-03-10
5,Bucuresti,-19,0.18,7,V,2023-03-27
1,Suceava,-2,0.8,54,V,2023-03-01
9,Brasov,7,0.83,47,V,2023-03-09
8,Cluj-Napoca,31,0.58,105,E,2023-03-01
6,Brasov,3,0.52,106,NV,2023-03-04
2,Braila,36,0.76,51,NV,2023-03-19
2,Braila,-14,0.01,99,S,2023-03-04
1,Bucuresti,28,0.68,51,V,2023-03-30
9,Cluj-Napoca,-11,0.7,38,SV,2023-03-05
6,Braila,29,0.3,54,E,2023-03-03
6,Suceava,-4,0.15,1,NE,2023-03-28
4,Galati,36,0.14,58,S,2023-03-29
2,Braila,6,0.99,133,NE,2023-03-15
6,Bucuresti,5,0.85,73,NE,2023-03-18
8,Brasov,-10,0.48,82,V,2023-03-04
3,Braila,31,0.78,97,SE,2023-03-10
4,Suceava,9,0.67,35,SE,2023-03-03
5,Constanta,-20,0.61,131,NV,2023-03-11
5,Iasi,40,0.96,105,V,2023-03-17
4,Iasi,2,0.45,67,N,2023-03-09
1,Galati,35,0.65,97,NE,2023-03-09
6,Cluj-Napoca,21,0.97,109,V,2023-03-04
7,Constanta,24,0.65,39,NE,2023-03-07
3,Constanta,38,0.35,118,S,2023-03-14
7,Brasov,15,0.27,42,S,2023-03-15
4,Bucuresti,21,0.83,92,E,2023-03-11
8,Braila,19,0.16,94,NV,2023-03-01
3,Suceava,14,0.08,104,NV,2023-03-04
2,Iasi,5,0.27,74,S,2023-03-28
4,Cluj-Napoca,16,0.78,75,V,2023-03-03
4,Constanta,15,0.19,64,V,2023-03-30
3,Constanta,38,0.97,65,E,2023-03-09
9,Brasov,2,0.35,80,SE,2023-03-11
10,Cluj-Napoca,31,0.52,14,SE,2023-03-23
4,Constanta,0,0.0,75,N,2023-03-19
9,Iasi,-20,0.87,26,NE,2023-03-06
7,Iasi,15,0.18,29,N,2023-03-25
3,Constanta,34,0.96,118,N,2023-03-09
8,Cluj-Napoca,-8,0.85,51,SV,2023-03-26
3,Constanta,25,0.44,60,E,2023-03-24
4,Iasi,24,0.04,25,SE,2023-03-16
6,Constanta,-4,0.84,119,E,2023-03-07
2,Cluj-Napoca,-1,0.17,8,E,2023-03-20
8,Suceava,4,0.06,9,E,2023-03-21
8,Cluj-Napoca,-19,0.97,68,S,2023-03-09
9,Constanta,19,0.88,23,S,2023-03-06
6,Constanta,-8,0.7,80,SE,2023-03-01
3,Brasov,32,0.92,130,N,2023-03-27
7,Galati,-8,0.02,18,S,2023-03-26
2,Suceava,19,0.91,79,SV,2023-03-15
7,Bucuresti,1,0.07,42,E,2023-03-07
6,Bucuresti,-2,0.86,120,SE,2023-03-21
1,Suceava,3,0.55,30,NE,2023-03-23
5,Constanta,0,0.39,109,NV,2023-03-29
5,Constanta,9,0.87,78,NV,2023-03-26
4,Constanta,40,0.48,23,S,2023-03-29
8,Constanta,-11,0.58,19,E,2023-03-01
4,Cluj-Napoca,-16,0.8,86,NV,2023-03-17
5,Iasi,25,0.82,73,NV,2023-03-10
4,Cluj-Napoca,37,0.34,132,SE,2023-03-22
7,Constanta,14,0.65,55,S,2023-03-17
5,Cluj-Napoca,4,0.48,50,SV,2023-03-02
5,Cluj-Napoca,10,0.0,75,NE,2023-03-10
2,Bucuresti,1,0.5,79,V,2023-03-07
8,Brasov,19,0.17,131,SV,2023-03-22
2,Iasi,-9,0.82,5,S,2023-03-22
7,Bucuresti,-10,0.31,56,NE,2023-03-08
8,Galati,25,0.18,139,S,2023-03-22
7,Bucuresti,39,0.04,3,SV,2023-03-09
5,Iasi,-7,0.54,124,SE,2023-03-27
2,Suceava,-10,0.77,136,V,2023-03-23
6,Braila,-6,0.23,127,NV,2023-03-27
1,Bucuresti,13,0.05,18,NE,2023-03-04
8,Suceava,0,0.32,41,N,2023-03-07
8,Cluj-Napoca,34,0.86,23,E,2023-03-04
9,Cluj-Napoca,9,0.45,131,E,2023-03-11
5,Suceava,26,0.79,83,S,2023-03-16
8,Constanta,26,0.72,75,N,2023-03-25
3,Iasi,-18,0.85,93,NV,2023-03-26
1,Brasov,18,0.79,12,E,2023-03-09
1,Galati,16,0.1,36,SV,2023-03-28
2,Brasov,18,0.24,35,NE,2023-03-17
5,Iasi,0,0.78,136,SE,2023-03-07
8,Braila,-19,0.32,134,S,2023-03-05
4,Constanta,16,0.52,10,NV,2023-03-30
2,Cluj-Napoca,10,0.17,99,NE,2023-03-10
3,Constanta,3,0.62,55,V,2023-03-09
8,Iasi,31,0.56,88,V,2023-03-08
10,Suceava,4,0.72,4,N,2023-03-18
6,Iasi,-3,0.04,62,NV,2023-03-10
4,Bucuresti,36,0.69,57,E,2023-03-23
2,Suceava,7,0.2,79,SV,2023-03-13
1,Cluj-Napoca,36,0.71,100,V,2023-03-04
6,Bucuresti,18,0.32,3,E,2023-03-25
6,Brasov,12,0.57,19,SE,2023-03-01
9,Constanta,19,0.46,137,S,2023-03-02
1,Brasov,-16,0.27,51,NE,2023-03-09
4,Bucuresti,32,0.28,109,S,2023-03-21
1,Suceava,12,0.42,121,N,2023-03-24
10,Constanta,20,0.92,137,N,2023-03-26
10,Constanta,-9,0.14,132,NE,2023-03-13
3,Constanta,7,0.72,5,NE,2023-03-27
7,Brasov,34,0.78,21,SE,2023-03-23
4,Brasov,16,0.69,26,S,2023-03-26
4,Constanta,-4,0.34,27,NV,2023-03-22
5,Constanta,23,0.15,50,NE,2023-03-08
8,Cluj-Napoca,15,0.03,71,NV,2023-03-15
1,Bucuresti,-13,0.81,63,N,2023-03-30
3,Bucuresti,29,0.66,108,SV,2023-03-21
2,Suceava,-6,0.75,5,N,2023-03-13
10,Suceava,25,0.83,109,E,2023-03-26
6,Cluj-Napoca,30,0.65,29,S,2023-03-24
10,Brasov,-13,0.85,29,NV,2023-03-01
8,Constanta,9,0.48,70,V,2023-03-16
8,Braila,-12,0.78,44,V,2023-03-07
3,Galati,14,0.88,57,SE,2023-03-11
8,Brasov,11,0.01,101,NV,2023-03-15
5,Cluj-Napoca,21,0.8,94,NV,2023-03-02
5,Galati,35,0.42,20,E,2023-03-14
1,Braila,33,0.26,35,V,2023-03-27
9,Braila,36,0.65,120,E,2023-03-28
4,Bucuresti,14,0.26,127,S,2023-03-15
8,Cluj-Napoca,7,0.84,102,SE,2023-03-07
1,Cluj-Napoca,34,0.96,140,SV,2023-03-14
10,Braila,19,0.03,43,N,2023-03-14
7,Braila,25,0.75,77,S,2023-03-02
7,Cluj-Napoca,28,0.92,103,SV,2023-03-07
4,Constanta,7,0.04,133,SV,2023-03-08
9,Iasi,12,0.63,72,SE,2023-03-04
9,Galati,4,0.51,115,S,2023-03-13
6,Constanta,17,0.79,101,SV,2023-03-02
4,Brasov,30,0.29,106,E,2023-03-23
10,Cluj-Napoca,33,0.39,101,E,2023-03-11
6,Galati,6,0.18,35,S,2023-03-07
9,Constanta,-19,0.21,31,V,2023-03-06
4,Braila,28,0.73,20,SV,2023-03-23
3,Bucuresti,35,0.66,99,V,2023-03-30
3,Suceava,-1,0.48,46,SV,2023-03-22
3,Bucuresti,1,0.83,3,SE,2023-03-07
7,Suceava,18,0.23,48,SE,2023-03-07
2,Galati,-12,0.29,57,V,2023-03-15
3,Iasi,16,0.63,81,NV,2023-03-04
10,Braila,23,0.85,113,SV,2023-03-30
8,Galati,11,0.8,91,S,2023-03-26
4,Braila,-17,0.23,114,NE,2023-03-04
4,Brasov,34,0.6,86,N,2023-03-24
1,Brasov,26,0.03,11,S,2023-03-09
2,Braila,38,0.13,76,S,2023-03-08
2,Galati,36,0.83,15,N,2023-03-30
5,Cluj-Napoca,30,0.86,58,E,2023-03-10
7,Galati,19,0.0,75,N,2023-03-13
3,Constanta,28,0.17,38,NE,2023-03-17
2,Suceava,-8,0.2,104,SV,2023-03-24
9,Brasov,-20,0.16,92,NE,2023-03-07
9,Suceava,-8,0.15,134,E,2023-03-20
4,Suceava,32,0.92,85,N,2023-03-27
3,Galati,30,0.75,67,N,2023-03-10
2,Galati,1,0.0,21,SV,2023-03-29
4,Braila,-4,0.61,15,NE,2023-03-29
4,Braila,22,0.37,32,E,2023-03-28
2,Constanta,-20,0.28,46,SE,2023-03-29
4,Suceava,4,0.52,80,NV,2023-03-14
1,Galati,23,0.78,113,S,2023-03-03
8,Braila,-20,0.05,66,E,2023-03-03
9,Bucuresti,-8,0.8,35,NE,2023-03-30
7,Bucuresti,5,0.57,25,NV,2023-03-22
5,Cluj-Napoca,-17,0.56,118,S,2023-03-12
1,Iasi,-13,0.84,91,S,2023-03-06
5,Bucuresti,-9,0.91,83,N,2023-03-30
4,Brasov,-1,0.92,84,SV,2023-03-24
10,Iasi,25,0.3,79,E,2023-03-20
5,Galati,-8,0.01,96,N,2023-03-22
10,Suceava,4,0.26,14,SE,2023-03-13
1,Braila,25,0.28,115,SV,2023-03-20
6,Cluj-Napoca,-1,0.04,78,E,2023-03-11
7,Galati,24,0.55,69,NV,2023-03-30
1,Iasi,-4,0.99,99,N,2023-03-08
7,Galati,-20,0.02,77,SV,2023-03-19
5,Suceava,1,0.39,21,SV,2023-03-14
2,Constanta,-18,0.32,69,NV,2023-03-25
5,Galati,9,0.41,102,E,2023-03-18
8,Cluj-Napoca,-19,0.01,127,S,2023-03-25
10,Bucuresti,-18,0.66,132,V,2023-03-26
5,Constanta,23,0.71,79,V,2023-03-06
4,Brasov,-20,0.62,18,SV,2023-03-22
4,Galati,28,0.74,54,S,2023-03-24
10,Iasi,-12,0.45,63,N,2023-03-05
5,Braila,36,0.22,77,SV,2023-03-05
8,Cluj-Napoca,-19,0.6,87,SE,2023-03-20
5,Constanta,20,0.21,79,V,2023-03-13
4,Suceava,-9,0.53,102,N,2023-03-03
7,Bucuresti,31,0.28,23,N,2023-03-15
3,Cluj-Napoca,9,0.08,131,SV,2023-03-23
3,Cluj-Napoca,3,0.93,1,NE,2023-03-21
6,Constanta,3,0.77,30,SV,2023-03-16
4,Constanta,-10,0.13,50,S,2023-03-07
5,Brasov,0,0.19,63,V,2023-03-16
9,Galati,3,0.28,9,NV,2023-03-08
6,Brasov,11,0.98,137,NV,2023-03-21
8,Braila,-5,0.28,72,SV,2023-03-10
2,Constanta,23,0.46,125,S,2023-03-14
1,Braila,22,0.16,91,E,2023-03-26
8,Brasov,-4,0.12,82,N,2023-03-13
5,Cluj-Napoca,28,0.84,9,N,2023-03-21
4,Cluj-Napoca,7,0.83,26,V,2023-03-21
3,Galati,33,0.17,63,NE,2023-03-13
7,Iasi,-2,0.28,113,N,2023-03-17
6,Braila,-19,0.05,116,NE,2023-03-14
8,Iasi,6,0.92,30,NE,2023-03-12
8,Suceava,1,0.99,111,SE,2023-03-03
3,Galati,-1,0.44,72,N,2023-03-15
10,Brasov,7,0.34,19,SV,2023-03-22
5,Cluj-Napoca,39,0.76,108,V,2023-03-04
6,Constanta,-2,0.06,7,SV,2023-03-05
5,Constanta,24,0.41,60,V,2023-03-16
9,Iasi,33,0.79,46,N,2023-03-10
7,Brasov,0,0.17,81,SE,2023-03-29
9,Iasi,32,0.08,99,SV,2023-03-01
5,Cluj-Napoca,15,0.43,7,V,2023-03-10
4,Bucuresti,4,0.1,130,SE,2023-03-07
3,Bucuresti,19,0.63,54,NV,2023-03-19
10,Iasi,-3,0.63,52,NV,2023-03-06
10,Galati,20,0.66,77,V,2023-03-03
4,Braila,0,0.37,81,S,2023-03-23
3,Cluj-Napoca,24,0.41,95,SV,2023-03-28
4,Cluj-Napoca,32,0.82,4,N,2023-03-26
3,Iasi,9,0.25,77,V,2023-03-22
4,Iasi,-9,0.93,1,E,2023-03-26
10,Braila,-3,0.37,63,SV,2023-03-03
3,Braila,6,0.88,65,SV,2023-03-06
8,Bucuresti,39,0.81,56,SV,2023-03-11
6,Bucuresti,-16,0.53,81,V,2023-03-19
2,Iasi,-13,0.04,61,E,2023-03-12
6,Constanta,16,0.1,4,SV,2023-03-27
5,Bucuresti,13,0.18,62,SE,2023-03-11
7,Brasov,-16,0.19,93,S,2023-03-29
7,Constanta,25,0.54,40,V,2023-03-01
10,Brasov,36,0.03,98,NV,2023-03-03
2,Cluj-Napoca,37,0.7,81,SE,2023-03-10
8,Constanta,16,0.19,47,SV,2023-03-01
9,Galati,-6,0.27,85,SV,2023-03-06
6,Constanta,11,0.64,98,V,2023-03-12
4,Bucuresti,40,0.79,109,SE,2023-03-25
4,Suceava,0,0.89,115,V,2023-03-02
1,Suceava,35,0.06,20,E,2023-03-29
1,Suceava,20,0.82,11,NV,2023-03-13
2,Braila,21,0.57,79,V,2023-03-11
9,Braila,21,0.26,45,SV,2023-03-28
4,Constanta,3,0.57,8,V,2023-03-19
8,Suceava,-9,0.57,60,S,2023-03-05
9,Galati,13,0.55,109,NV,2023-03-07
7,Cluj-Napoca,-5,0.85,132,V,2023-03-20
6,Galati,23,0.82,139,V,2023-03-27
4,Galati,30,0.03,52,SV,2023-03-11
1,Braila,-13,0.38,106,NV,2023-03-24
7,Galati,9,0.37,37,NV,2023-03-03
9,Galati,-11,0.12,52,E,2023-03-09
5,Suceava,18,0.73,74,V,2023-03-18
4,Brasov,1,0.37,98,SE,2023-03-21
2,Bucuresti,32,0.71,41,N,2023-03-16
7,Cluj-Napoca,23,0.62,77,NE,2023-03-28
5,Constanta,-7,0.99,23,NE,2023-03-24
9,Iasi,12,0.79,12,SV,2023-03-12
1,Cluj-Napoca,-12,0.78,95,S,2023-03-18
6,Iasi,18,0.49,95,NE,2023-03-03
4,Cluj-Napoca,-8,0.64,17,NE,2023-03-21
4,Iasi,10,0.52,118,N,2023-03-28
8,Constanta,7,0.6,24,N,2023-03-28
3,Braila,9,0.32,106,E,2023-03-10
6,Bucuresti,16,0.89,124,E,2023-03-07
8,Brasov,-18,0.42,45,NV,2023-03-13
9,Suceava,3,0.29,110,E,2023-03-09
7,Suceava,21,0.43,136,S,2023-03-25
5,Constanta,21,0.15,113,SV,2023-03-14
2,Suceava,-4,0.39,117,N,2023-03-07
2,Galati,24,0.82,79,S,2023-03-18
10,Suceava,-17,0.57,64,SV,2023-03-11
5,Brasov,17,0.02,106,NV,2023-03-22
5,Iasi,-19,0.51,8,NV,2023-03-26
2,Suceava,-4,0.05,3,E,2023-03-04
4,Bucuresti,25,0.5,70,E,2023-03-21
6,Braila,-15,0.43,61,NV,2023-03-02
3,Suceava,-16,0.9,52,SE,2023-03-05
10,Constanta,-2,0.42,122,E,2023-03-21
3,Bucuresti,-11,0.29,126,SV,2023-03-12
4,Galati,-18,0.27,97,NE,2023-03-11
10,Cluj-Napoca,24,0.03,101,E,2023-03-22
1,Braila,-16,0.26,105,SE,2023-03-09
1,Galati,-3,0.56,103,SE,2023-03-02
4,Suceava,25,0.31,91,S,2023-03-09
9,Suceava,3,0.42,52,E,2023-03-08
1,Suceava,-17,0.6,65,V,2023-03-14
1,Cluj-Napoca,12,0.6,77,NV,2023-03-19
9,Iasi,14,0.37,66,NE,2023-03-29
1,Constanta,2,0.28,133,SE,2023-03-06
8,Suceava,17,0.9,18,N,2023-03-08
9,Galati,20,0.28,71,S,2023-03-06
8,Bucuresti,24,0.05,129,V,2023-03-10
5,Braila,32,0.7,123,V,2023-03-19
10,Braila,40,0.16,58,SV,2023-03-23
1,Braila,29,0.24,110,E,2023-03-15
8,Suceava,7,0.83,16,NV,2023-03-22
8,Galati,-10,0.77,139,S,2023-03-21
3,Brasov,-12,0.97,37,NV,2023-03-04
7,Bucuresti,-13,0.18,90,S,2023-03-08
6,Cluj-Napoca,39,0.15,127,SE,2023-03-09
2,Bucuresti,26,0.67,64,E,2023-03-03
10,Constanta,-4,0.43,85,SV,2023-03-16
4,Braila,8,0.53,96,SE,2023-03-03
5,Galati,-11,0.64,127,V,2023-03-15
7,Constanta,4,0.86,11,V,2023-03-29
2,Galati,17,0.29,81,SV,2023-03-19
2,Constanta,-13,0.58,60,NV,2023-03-18
6,Bucuresti,-10,0.22,65,E,2023-03-13
8,Bucuresti,40,0.58,130,NE,2023-03-08
6,Constanta,-3,0.51,122,NE,2023-03-13
7,Brasov,35,0.33,88,V,2023-03-14
6,Suceava,39,0.63,88,NV,2023-03-03
7,Braila,25,0.53,108,V,2023-03-28
4,Iasi,19,0.85,125,SE,2023-03-16
9,Cluj-Napoca,-5,0.69,11,E,2023-03-30
4,Braila,30,0.85,38,V,2023-03-10
4,Cluj-Napoca,-19,0.52,101,NV,2023-03-08
4,Brasov,6,0.93,75,SE,2023-03-14
4,Galati,34,0.74,98,SE,2023-03-09
5,Cluj-Napoca,20,0.56,9,V,2023-03-27
7,Galati,39,0.91,42,NV,2023-03-08
5,Cluj-Napoca,-12,0.94,63,V,2023-03-07
1,Braila,16,0.49,96,N,2023-03-01
2,Bucuresti,7,0.54,133,NE,2023-03-28
2,Brasov,11,0.43,22,SE,2023-03-29
7,Bucuresti,20,0.45,62,V,2023-03-22
8,Cluj-Napoca,22,0.13,21,N,2023-03-07
5,Iasi,27,0.77,118,V,2023-03-29
1,Braila,-2,0.14,87,V,2023-03-25
9,Bucuresti,26,0.91,128,S,2023-03-25
1,Constanta,31,0.81,40,S,2023-03-12
2,Bucuresti,-12,0.88,97,SV,2023-03-23
5,Suceava,2,0.42,104,E,2023-03-28
4,Constanta,23,0.85,77,SV,2023-03-23
7,Bucuresti,-17,0.17,54,SE,2023-03-10
1,Cluj-Napoca,28,0.54,43,S,2023-03-03
8,Brasov,33,0.46,42,SV,2023-03-26
2,Braila,24,0.68,10,SV,2023-03-30
3,Constanta,-2,0.42,60,V,2023-03-29
7,Bucuresti,1,0.32,59,S,2023-03-15
1,Cluj-Napoca,20,0.31,132,SE,2023-03-11
2,Galati,14,0.53,13,SV,2023-03-27
4,Galati,-2,0.62,127,SE,2023-03-30
5,Iasi,23,0.97,122,V,2023-03-23
3,Braila,7,0.64,36,V,2023-03-03
3,Braila,14,0.29,87,N,2023-03-16
4,Braila,-1,0.29,55,NE,2023-03-26
7,Cluj-Napoca,-1,0.89,11,SE,2023-03-22
1,Braila,-9,0.08,53,SV,2023-03-11
5,Cluj-Napoca,-1,0.09,11,NE,2023-03-12
6,Iasi,-20,0.61,114,N,2023-03-07
3,Iasi,-14,0.97,34,V,2023-03-25
1,Galati,23,0.33,112,SV,2023-03-16
9,Suceava,-10,0.96,2,SE,2023-03-03
4,Cluj-Napoca,13,0.5,122,V,2023-03-22
10,Constanta,-11,0.59,62,SV,2023-03-04
8,Cluj-Napoca,-2,0.6,83,NV,2023-03-06
9,Braila,15,0.22,2,E,2023-03-10
6,Braila,24,0.66,49,NV,2023-03-11
6,Cluj-Napoca,15,0.45,53,V,2023-03-17
6,Braila,6,0.82,14,NE,2023-03-29
5,Galati,-8,0.3,75,SE,2023-03-06
2,Cluj-Napoca,8,0.58,36,NE,2023-03-09
10,Galati,-7,0.4,41,S,2023-03-19
5,Braila,40,0.82,94,N,2023-03-25
3,Braila,6,0.1,63,E,2023-03-06
10,Suceava,-7,0.21,73,E,2023-03-06
1,Cluj-Napoca,31,0.28,139,N,2023-03-13
9,Braila,4,0.2,104,SE,2023-03-14
9,Braila,-1,0.0,86,SE,2023-03-25
9,Bucuresti,-5,0.62,4,SV,2023-03-06
10,Constanta,18,0.57,95,SE,2023-03-07
6,Bucuresti,7,0.86,98,E,2023-03-17
8,Bucuresti,19,0.95,23,NV,2023-03-29
3,Constanta,-1,0.37,44,E,2023-03-09
4,Braila,0,0.41,134,NV,2023-03-29
1,Constanta,30,0.07,111,NE,2023-03-14
2,Bucuresti,14,0.29,76,N,2023-03-22
3,Braila,-20,0.33,62,NE,2023-03-15
2,Bucuresti,38,1.0,17,NV,2023-03-17
7,Galati,39,0.04,126,SV,2023-03-11
3,Bucuresti,38,0.49,91,NE,2023-03-21
3,Cluj-Napoca,11,0.79,121,V,2023-03-07
4,Galati,39,0.05,30,V,2023-03-02
1,Cluj-Napoca,18,0.79,19,NV,2023-03-09
8,Cluj-Napoca,31,0.14,44,NV,2023-03-10
2,Iasi,-9,0.16,32,SV,2023-03-29
4,Constanta,6,0.99,92,SE,2023-03-04
2,Suceava,6,0.71,86,S,2023-03-20
1,Suceava,28,0.8,20,N,2023-03-15
4,Bucuresti,7,0.18,117,SV,2023-03-08
2,Bucuresti,6,0.53,8,N,2023-03-22
3,Galati,-14,0.17,80,NE,2023-03-06
7,Suceava,23,0.81,131,NV,2023-03-22
2,Suceava,19,0.94,96,E,2023-03-01
5,Cluj-Napoca,24,0.22,84,SV,2023-03-10
9,Bucuresti,30,0.98,61,N,2023-03-03
9,Brasov,24,0.54,109,E,2023-03-11
6,Cluj-Napoca,11,0.31,135,N,2023-03-03
1,Brasov,21,0.39,135,SV,2023-03-10
9,Iasi,12,0.5,37,NV,2023-03-07
